127.0.0.1 - - [11/Jun/2018:10:36:32 +0800] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [11/Jun/2018:10:37:12 +0800] "GET /airticket1/login.do HTTP/1.1" 200 2481
127.0.0.1 - - [11/Jun/2018:10:37:12 +0800] "GET /airticket1/js/ie-emulation-modes-warning.js HTTP/1.1" 404 1037
127.0.0.1 - - [11/Jun/2018:10:37:12 +0800] "GET /airticket1/js/holder.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jun/2018:10:37:13 +0800] "GET /airticket1/css/signin.css HTTP/1.1" 200 793
127.0.0.1 - - [11/Jun/2018:10:37:13 +0800] "GET /airticket1/js/holder.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jun/2018:10:37:13 +0800] "GET /favicon.ico HTTP/1.1" 404 973
127.0.0.1 - - [11/Jun/2018:10:37:22 +0800] "POST /airticket1/login.do HTTP/1.1" 200 2481
127.0.0.1 - - [11/Jun/2018:10:37:22 +0800] "GET /airticket1/js/ie-emulation-modes-warning.js HTTP/1.1" 404 1037
127.0.0.1 - - [11/Jun/2018:10:37:22 +0800] "GET /airticket1/js/holder.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jun/2018:10:37:22 +0800] "GET /airticket1/js/holder.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jun/2018:10:37:27 +0800] "POST /airticket1/login.do HTTP/1.1" 200 2481
127.0.0.1 - - [11/Jun/2018:10:37:27 +0800] "GET /airticket1/js/ie-emulation-modes-warning.js HTTP/1.1" 404 1037
127.0.0.1 - - [11/Jun/2018:10:37:27 +0800] "GET /airticket1/js/holder.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jan/2018:10:38:09 +0800] "POST /airticket1/login.do HTTP/1.1" 200 6361
127.0.0.1 - - [11/Jan/2018:10:38:09 +0800] "GET /airticket1/js/jquery.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jan/2018:10:38:09 +0800] "GET /airticket1/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
127.0.0.1 - - [11/Jan/2018:10:38:09 +0800] "GET /airticket1/images/phone.jpg HTTP/1.1" 200 6960
127.0.0.1 - - [11/Jan/2018:10:38:09 +0800] "GET /airticket1/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37045
127.0.0.1 - - [11/Jan/2018:10:38:09 +0800] "GET /airticket1/css/main.css HTTP/1.1" 200 1710
127.0.0.1 - - [11/Jan/2018:10:38:09 +0800] "GET /assets/js/vendor/jquery.min.js HTTP/1.1" 404 1011
127.0.0.1 - - [11/Jan/2018:10:38:09 +0800] "GET /airticket1/images/idcard.jpg HTTP/1.1" 200 48204
127.0.0.1 - - [11/Jan/2018:10:38:09 +0800] "GET /airticket1/images/email.jpg HTTP/1.1" 200 20360
127.0.0.1 - - [11/Jan/2018:10:38:09 +0800] "GET /airticket1/uploadImages/jerry1.jpg HTTP/1.1" 200 780831
127.0.0.1 - - [11/Jan/2018:10:38:15 +0800] "GET /airticket1/myorder.do?userId=1 HTTP/1.1" 200 6612
127.0.0.1 - - [11/Jan/2018:10:38:15 +0800] "GET /airticket1/js/jquery.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jan/2018:10:38:15 +0800] "GET /assets/js/vendor/jquery.min.js HTTP/1.1" 404 1011
127.0.0.1 - - [11/Jan/2018:10:38:15 +0800] "GET /airticket1/bootstrap/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
127.0.0.1 - - [11/Jan/2018:10:38:15 +0800] "GET /airticket1/queryAirLine.do HTTP/1.1" 200 4626
127.0.0.1 - - [11/Jan/2018:10:38:15 +0800] "GET /airticket1/js/jquery.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jan/2018:10:38:15 +0800] "GET /assets/js/vendor/jquery.min.js HTTP/1.1" 404 1011
127.0.0.1 - - [11/Jan/2018:10:38:17 +0800] "GET /airticket1/toUserCenter.do HTTP/1.1" 200 6361
127.0.0.1 - - [11/Jan/2018:10:38:17 +0800] "GET /airticket1/js/jquery.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jan/2018:10:38:17 +0800] "GET /airticket1/js/jquery.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jan/2018:10:38:17 +0800] "GET /assets/js/vendor/jquery.min.js HTTP/1.1" 404 1011
127.0.0.1 - - [11/Jan/2018:10:38:17 +0800] "GET /airticket1/helpout.do HTTP/1.1" 200 3369
127.0.0.1 - - [11/Jan/2018:10:38:17 +0800] "GET /airticket1/js/jquery.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jan/2018:10:38:17 +0800] "GET /assets/js/vendor/jquery.min.js HTTP/1.1" 404 1011
127.0.0.1 - - [11/Jan/2018:10:38:18 +0800] "GET /airticket1/myorder.do?userId= HTTP/1.1" 400 968
127.0.0.1 - - [11/Jan/2018:10:38:21 +0800] "GET /airticket1/listAdvice.do?userid=1 HTTP/1.1" 200 4519
127.0.0.1 - - [11/Jan/2018:10:38:21 +0800] "GET /airticket1/js/jquery.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jan/2018:10:38:21 +0800] "GET /assets/js/vendor/jquery.min.js HTTP/1.1" 404 1011
127.0.0.1 - - [11/Jan/2018:10:38:24 +0800] "GET /airticket1/queryAirLine.do HTTP/1.1" 200 4624
127.0.0.1 - - [11/Jan/2018:10:38:24 +0800] "GET /airticket1/js/jquery.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jan/2018:10:38:24 +0800] "GET /airticket1/js/jquery.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jan/2018:10:38:24 +0800] "GET /assets/js/vendor/jquery.min.js HTTP/1.1" 404 1011
127.0.0.1 - - [11/Jan/2018:10:38:25 +0800] "GET /airticket1/queryAirLine.do HTTP/1.1" 200 4624
127.0.0.1 - - [11/Jan/2018:10:38:25 +0800] "GET /airticket1/js/jquery.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jan/2018:10:38:25 +0800] "GET /assets/js/vendor/jquery.min.js HTTP/1.1" 404 1011
127.0.0.1 - - [11/Jan/2018:10:38:25 +0800] "GET /airticket1/queryAirLine.do HTTP/1.1" 200 4624
127.0.0.1 - - [11/Jan/2018:10:38:25 +0800] "GET /airticket1/js/jquery.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jan/2018:10:38:25 +0800] "GET /airticket1/js/jquery.min.js HTTP/1.1" 404 1005
127.0.0.1 - - [11/Jan/2018:10:38:25 +0800] "GET /assets/js/vendor/jquery.min.js HTTP/1.1" 404 1011
